nombre,apellido,sexo,fecha_nacimiento,pais,id_cedula,fecha_cedula,no_celular,correo,info_requerida,status_proceso,counter
Alicia,NIETO,M,07/08/1992,ARG,426596945,12/14/2000,+54700426223,AliNIE9@correo.com,1,NOK,2
 Marco ,BLANCO,H,07/17/1964,PER,701228308,08/21/1967,+51365490451, MaBLA788@correo.com,1,OK,0
 Gonzalo ,RODRIGUEZ,H,03/30/1997,ARG,807043414,10/25/2002,+54262363679, GoROD881@correo.com,1,NOK,1
Ana,MARIN,M,01/02/1996,ESP,905068530,05/11/2015,+34508686503,AnaMAR944@correo.com,1,OK,0
Alicia,RODRIGUEZ,M,02/15/1962,ESP,797871813,10/03/1979,+34917581491,AliROD458@correo.com,1,OK,0
Alicia,SOLER,M,01/21/1988,MEX,766506087,07/17/1993,+52668473249,AliSOL872@correo.com,1,NOK,1
 Sergio ,RAMIREZ,H,07/21/1993,MEX,911383409,09/16/1993,+52345266507, SeRAM187@correo.com,1,NOK,2
Aurora,CABRERA,M,05/20/1999,ESP,543104560,06/22/1999,+34856898668,AurCAB410@correo.com,1,NOK,3
 Gael ,FUENTES,H,06/06/1998,MEX,487434601,06/07/2015,+52752418144, GaFUE590@correo.com,1,OK,0
Carlota,JIMENEZ,M,10/08/1962,ESP,840102691,02/03/1974,+34893958115,CarJIM570@correo.com,1,OK,0
 Aarón ,GALLARDO,H,11/24/1960,PER,140097003,01/12/1969,+51366606810, AaGAL291@correo.com,1,OK,0
 Jon ,GIMENEZ,H,09/03/1974,COL,656527420,03/10/1994,+57526326070, JoGIM704@correo.com,1,NOK,3
 Unai ,GALLEGO,H,05/31/1981,MEX,304261755,07/11/1998,+52470974136, UnGAL23@correo.com,1,NOK,1
Clara,LORENZO,M,08/17/1999,ESP,504162477,06/23/2019,+34593265555,ClaLOR445@correo.com,1,NOK,2
 Dylan ,MORALES,H,01/18/1986,ESP,180800164,05/24/1991,+34821392830, DyMOR143@correo.com,1,OK,0
 Samuel ,BENITEZ,H,06/13/1966,ESP,103015859,08/18/1976,+34583313087, SaBEN687@correo.com,1,NOK,1
 Mohamed ,RUIZ,H,01/10/1965,ESP,605177345,06/26/1983,+34754676107, MoRUI878@correo.com,1,OK,0
Ana,LOPEZ,M,06/25/1973,PER,972051015,02/21/1983,+51361023070,AnaLOP633@correo.com,1,OK,0
Alma,CORTES,M,12/27/1984,PER,873367878,06/09/1991,+51440196772,AlmCOR221@correo.com,1,NOK,3
 Asier ,PASTOR,H,10/01/1974,MEX,609161354,05/21/1981,+52295218726, AsPAS489@correo.com,1,OK,0
 Pedro ,FUENTES,H,07/24/1994,ESP,755026447,03/13/2009,+34499948838, PeFUE494@correo.com,1,NOK,1
Aurora,GUTIERREZ,M,02/07/1969,COL,283042200,09/11/1975,+57731139429,AurGUT970@correo.com,1,OK,0
Ainhoa,MONTERO,M,06/12/1999,PER,394242529,05/02/2013,+51567823392,AinMON604@correo.com,1,NOK,0
 Lucas ,CASTILLO,H,05/13/1987,PER,212930934,01/15/1991,+51157450113, LuCAS14@correo.com,1,OK,0
 Imran ,VELASCO,H,10/25/1960,COL,256931631,01/25/1970,+57227261393, ImVEL585@correo.com,1,OK,0
Azalea,CORTES,M,03/25/1992,ARG,161601689,04/03/2003,+54466564802,AzaCOR639@correo.com,1,OK,0
 Teo ,MONTERO,H,02/07/1970,PER,481257670,01/06/1974,+51180124803, TeMON860@correo.com,1,NOK,1
 Bruno ,MEDINA,H,07/18/1980,ESP,492742797,12/27/1987,+34867850695, BrMED865@correo.com,1,OK,0
 Eric ,MORALES,H,04/03/1960,PER,931034250,07/16/1964,+51854891855, ErMOR149@correo.com,1,NOK,1
Oriane,NUÑEZ,M,05/09/1992,ESP,558022976,12/24/2002,+34714938529,OriNUÑ671@correo.com,1,NOK,2
 Liam ,MORALES,H,02/04/1975,MEX,184528542,10/26/1978,+52592943942, LiMOR730@correo.com,1,NOK,1
 Axel ,MEDINA,H,11/27/1964,PER,734714373,08/11/1984,+51320095620, AxMED811@correo.com,1,OK,0
Emma,LOZANO,M,05/01/1983,ESP,715733588,02/06/2001,+34611235689,EmmLOZ579@correo.com,1,OK,0
 Ángel ,FERNANDEZ,H,04/14/1965,PER,258516432,06/06/1976,+51716317802, ÁnFER114@correo.com,1,OK,0
Adriana,CARRASCO,M,06/10/1981,MEX,766690293,06/24/1995,+52622085839,AdrCAR669@correo.com,1,NOK,2
Alba,IGLESIAS,M,12/24/2001,ESP,501143570,06/26/2008,+34666330800,AlbIGL188@correo.com,1,NOK,0
 Axel ,VICENTE,H,05/23/1993,ESP,545909451,12/10/2005,+34233260065, AxVIC460@correo.com,1,OK,0
 Noah ,FUENTES,H,12/28/1988,MEX,813651190,05/24/1991,+52470698969, NoFUE617@correo.com,1,OK,0
 Rayan ,CABRERA,H,07/16/1976,COL,874076002,09/28/1993,+57603321769, RaCAB434@correo.com,1,OK,0
Carlota,SUAREZ,M,01/26/1983,ARG,941965519,12/17/1986,+54699218579,CarSUA238@correo.com,1,OK,0
 Axel ,RAMOS,H,07/28/1980,ARG,137005808,09/30/1982,+54509086267, AxRAM828@correo.com,1,OK,0
Leyre,CAMPOS,M,11/15/1961,PER,993229649,01/28/1968,+51826296410,LeyCAM25@correo.com,1,NOK,3
Carolina,RAMOS,M,01/12/1969,COL,851949346,10/15/1986,+57977336393,CarRAM278@correo.com,1,NOK,1
 Nil ,SANTANA,H,11/07/1979,COL,911392506,10/03/1996,+57463865449, NiSAN71@correo.com,1,OK,0
 Matías ,GARRIDO,H,03/09/1991,MEX,582413822,05/30/2008,+52732595880, MaGAR235@correo.com,1,NOK,2
Cristina,ALONSO,M,09/14/1960,ESP,928308092,12/31/1970,+34700862428,CriALO338@correo.com,1,OK,0
Helia,FUENTES,M,11/29/1983,COL,769340923,03/13/1986,+57335733655,HelFUE927@correo.com,1,OK,0
Daniela,SANTIAGO,M,11/23/1995,ESP,318904753,11/03/2001,+34426254128,DanSAN893@correo.com,1,NOK,1
 Jesús ,CABRERA,H,06/27/1963,COL,423493206,03/30/1983,+57876455445, JeCAB422@correo.com,1,OK,0
Antonina,GUERRERO,M,01/27/1967,ARG,600581350,04/06/1969,+54342901552,AntGUE894@correo.com,1,OK,0
Iria,GIMENEZ,M,07/30/1984,ARG,596493874,06/22/1985,+54278464205,IriGIM443@correo.com,1,OK,0
 Iván ,RAMIREZ,H,01/22/1968,PER,109279368,11/30/1972,+51609407575, IvRAM45@correo.com,1,OK,0
 Javier ,VARGAS,H,11/11/1961,MEX,625210295,09/22/1977,+52992241401, JaVAR851@correo.com,1,OK,0
 Alonso ,FERRER,H,08/25/1977,MEX,952601874,12/31/1981,+52510141556, AlFER621@correo.com,1,NOK,1
Carlota,CRUZ,M,07/30/2000,ESP,604163440,05/20/2003,+34704329969,CarCRU861@correo.com,1,NOK,2
Emma,ALVAREZ,M,11/05/2000,ESP,743099296,01/10/2002,+34633979013,EmmALV143@correo.com,1,NOK,0
 Arnau ,RAMOS,H,04/19/1995,PER,725496808,01/12/2002,+51447903879, ArRAM61@correo.com,1,NOK,2
Inés,MOYA,M,01/18/1988,MEX,879399651,08/01/1995,+52844044899,InéMOY960@correo.com,1,OK,0
 Martí ,BLANCO,H,12/31/1996,ESP,992400249,03/12/2000,+34229114498, MaBLA273@correo.com,1,NOK,3
Fátima,VAZQUEZ,M,11/28/1971,PER,552967420,06/03/1983,+51627501483,FátVAZ277@correo.com,1,OK,0
Clara,CORTES,M,02/16/1965,ESP,277977787,01/22/1976,+34228707210,ClaCOR451@correo.com,1,OK,0
 Mateo ,PEREZ,H,04/12/1983,ESP,402846127,06/13/1993,+34517024142, MaPER233@correo.com,1,NOK,2
Ainara,MARIN,M,03/30/1984,ARG,242188287,03/02/2002,+54436292151,AinMAR644@correo.com,1,OK,0
 Martín ,GALLARDO,H,02/28/1969,PER,405533642,10/19/1976,+51211779878, MaGAL805@correo.com,1,NOK,3
 Asier ,ROJAS,H,12/01/1995,ESP,971935420,05/08/1998,+34843174588, AsROJ15@correo.com,1,OK,0
Leyre,CALVO,M,03/31/1979,ARG,997952883,09/05/1983,+54112956412,LeyCAL976@correo.com,1,OK,0
 Isaac ,CAMPOS,H,06/03/1986,ARG,141124172,11/12/1988,+54571969019, IsCAM260@correo.com,1,NOK,3
 Antonio ,MORENO,H,05/06/1981,ARG,951422748,06/11/1990,+54295174712, AnMOR476@correo.com,1,NOK,2
Azalea,HERRERO,M,12/18/1965,MEX,113318214,09/01/1973,+52526651160,AzaHER714@correo.com,1,NOK,2
 Jorge ,MORALES,H,04/17/1986,PER,220558163,01/10/1989,+51574922174, JoMOR898@correo.com,1,OK,0
Claudia,GUTIERREZ,M,11/14/1993,COL,614275021,01/29/2012,+57289392321,ClaGUT107@correo.com,1,OK,0
Esen,NAVARRO,M,06/03/1960,COL,966000365,09/16/1969,+57842116507,EseNAV278@correo.com,1,NOK,1
 Cristian ,RAMOS,H,10/18/2001,ESP,506489128,04/02/2008,+34285229728, CrRAM168@correo.com,1,OK,0
Elsa,RAMIREZ,M,07/13/1999,COL,246470432,01/14/2018,+57678291548,ElsRAM694@correo.com,1,OK,0
Azahara,TORRES,M,12/04/1988,MEX,872469387,01/21/1998,+52512315293,AzaTOR658@correo.com,1,OK,0
Alizeh,HERRERA,M,11/19/1979,MEX,253463609,09/20/1991,+52973982918,AliHER731@correo.com,1,NOK,3
 Marcos ,CASTILLO,H,06/11/1993,ESP,825561161,01/27/2009,+34393173939, MaCAS438@correo.com,1,NOK,1
 Axel ,ROMERO,H,08/23/1972,ARG,721599081,09/27/1982,+54423109258, AxROM439@correo.com,1,NOK,0
 Darío ,GUERRERO,H,05/26/1995,ESP,434294481,03/04/1999,+34561567290, DaGUE93@correo.com,1,NOK,2
Carmen,ORTEGA,M,01/24/1960,ARG,489338150,10/19/1967,+54161779910,CarORT893@correo.com,1,NOK,1
Aurora,RIVERA,M,10/17/2001,PER,289645613,04/10/2002,+51409110553,AurRIV667@correo.com,1,NOK,2
Lulani,DIEZ,M,04/20/1960,MEX,197694928,10/04/1969,+52906368559,LulDIE490@correo.com,1,NOK,1
 Álvaro ,SERRANO,H,04/01/1987,MEX,394892597,01/07/2000,+52632617293, ÁlSER363@correo.com,1,OK,0
Zuzani,BRAVO,M,08/31/1976,PER,889031282,01/10/1985,+51542194273,ZuzBRA52@correo.com,1,OK,0
Rosa,DELGADO,M,06/05/1988,ESP,706745119,01/25/1989,+34513797695,RosDEL694@correo.com,1,OK,0
 Miguel ,PASTOR,H,05/05/1978,ESP,814638336,02/26/1993,+34820523559, MiPAS494@correo.com,1,NOK,3
Ángela,GARCIA,M,08/15/1970,ARG,885742075,05/12/1989,+54281757142,ÁngGAR352@correo.com,1,NOK,0
India,SOTO,M,10/29/1961,COL,180378788,10/31/1967,+57311934831,IndSOT553@correo.com,1,OK,0
Adara,HERRERA,M,05/09/1986,MEX,195256553,08/20/1994,+52964271404,AdaHER303@correo.com,1,OK,0
Aurora,GALLARDO,M,12/30/1981,PER,899684594,07/07/1986,+51405195612,AurGAL969@correo.com,1,NOK,3
 Axel ,DURAN,H,09/08/1997,ARG,129873002,02/25/2011,+54165052757, AxDUR335@correo.com,1,NOK,1
Chlóe,CALVO,M,10/17/1964,COL,659312501,10/14/1978,+57728767086,ChlCAL451@correo.com,1,OK,0
Blanca,NAVARRO,M,09/16/1982,COL,188968915,08/02/1986,+57703377679,BlaNAV437@correo.com,1,NOK,2
 Teo ,ROMAN,H,04/14/1986,COL,118684765,09/14/2005,+57329549081, TeROM518@correo.com,1,NOK,0
Alizeh,PARRA,M,10/01/1990,ESP,352554636,07/28/1996,+34674911099,AliPAR565@correo.com,1,OK,0
 Óscar ,RODRIGUEZ,H,03/15/1991,ARG,407999373,04/01/2003,+54418054773, ÓsROD576@correo.com,1,OK,0
 Adrián ,VARGAS,H,05/15/1994,COL,135333488,10/23/2001,+57879629250, AdVAR829@correo.com,1,OK,0
Leyre,RUBIO,M,12/13/1972,ESP,820005495,01/07/1978,+34722152910,LeyRUB210@correo.com,1,NOK,3
 Antonio ,MONTERO,H,06/06/1969,PER,664533678,06/02/1984,+51797593431, AnMON490@correo.com,1,NOK,0
Lara,FERNANDEZ,M,06/03/1990,COL,224970938,06/02/1999,+57375668143,LarFER405@correo.com,1,NOK,2
 Bruno ,BRAVO,H,12/13/1982,PER,211688364,07/16/1995,+51282961888, BrBRA374@correo.com,1,OK,0
Elsa,DOMINGUEZ,M,02/14/2000,MEX,252810504,09/22/2013,+52624474614,ElsDOM338@correo.com,1,NOK,1
Aluvión,DIAZ,M,01/09/1981,ESP,308836014,06/17/1993,+34882363782,AluDIA993@correo.com,1,OK,0
 Alejandro ,ALVAREZ,H,06/18/1977,ESP,942840746,05/01/1985,+34896574056, AlALV573@correo.com,1,OK,0
 Ian ,MUÑOZ,H,08/04/1969,ARG,185083577,04/30/1970,+54538115149, IaMUÑ104@correo.com,1,NOK,1
Claudia,REYES,M,04/26/1992,PER,340889428,10/05/1995,+51125000442,ClaREY166@correo.com,1,NOK,2
Laura,ALVAREZ,M,06/25/1972,COL,216811894,09/28/1975,+57874939862,LauALV216@correo.com,1,NOK,2
Jimena,GALLEGO,M,10/15/1995,MEX,534946935,04/14/2009,+52500862343,JimGAL90@correo.com,1,NOK,2
Berta,HERNANDEZ,M,06/14/2001,ESP,637788051,01/19/2013,+34252134202,BerHER417@correo.com,1,OK,0
 Iker ,GARRIDO,H,10/30/1970,PER,418477686,04/10/1983,+51964022057, IkGAR141@correo.com,1,NOK,2
 Elías ,MORENO,H,02/04/1970,PER,759584049,08/01/1983,+51184205822, ElMOR267@correo.com,1,OK,0
Dalia,SOLER,M,10/06/1975,MEX,590276205,05/28/1992,+52423149297,DalSOL328@correo.com,1,OK,0
 Rafael ,CRUZ,H,07/27/1999,PER,151707246,04/14/2009,+51619801119, RaCRU449@correo.com,1,NOK,3
 Dylan ,RAMIREZ,H,02/02/1966,ARG,401903706,08/07/1971,+54570321102, DyRAM752@correo.com,1,NOK,3
Isabel,SOTO,M,05/11/1993,PER,622080257,06/14/2012,+51790939937,IsaSOT519@correo.com,1,NOK,3
 Martí ,CARRASCO,H,02/25/1970,ESP,937403172,03/08/1970,+34345725932, MaCAR106@correo.com,1,NOK,1
 Lucas ,CRESPO,H,08/24/1961,COL,921678346,10/25/1978,+57703552455, LuCRE723@correo.com,1,OK,0
Iria,MENDEZ,M,09/18/1974,MEX,208829524,09/05/1983,+52858682146,IriMEN782@correo.com,1,OK,0
 Pol ,HERRERA,H,09/15/1962,ARG,380223635,12/20/1975,+54599820150, PoHER348@correo.com,1,NOK,0
 Rubén ,ROMAN,H,09/29/1979,MEX,638038114,03/03/1988,+52506391090, RuROM387@correo.com,1,OK,0
 Álex ,HERRERO,H,03/07/1979,COL,205595313,02/21/1997,+57277533400, ÁlHER699@correo.com,1,NOK,0
Margarita,ARIAS,M,04/30/1962,COL,801721136,12/01/1971,+57762743617,MarARI752@correo.com,1,OK,0
 Alberto ,HIDALGO,H,11/22/1965,ARG,819274719,01/03/1977,+54821521697, AlHID385@correo.com,1,OK,0
 Álex ,MOYA,H,07/26/1994,PER,233286267,11/09/2009,+51374859087, ÁlMOY109@correo.com,1,OK,0
 Liam ,CRESPO,H,07/17/2001,MEX,458075978,05/26/2004,+52199541384, LiCRE452@correo.com,1,OK,0
,NAVARRO,M,09/24/1970,PER,352046845,09/08/1990,+51820495368,NAV952@correo.com,1,NOK,1
África,FERNANDEZ,M,02/10/1974,ARG,722233809,07/15/1984,+54807956832,ÁfrFER978@correo.com,1,NOK,3
Laura,HIDALGO,M,10/02/1981,ARG,345183854,05/13/1988,+54371396592,LauHID971@correo.com,1,OK,0
Lía,,M,01/04/1998,MEX,814540282,05/15/1999,+52772095734,Lía414@correo.com,1,NOK,2
 Ángel ,LORENZO,H,03/24/1979,COL,830939442,12/27/1991,+57962490466, ÁnLOR740@correo.com,1,NOK,1
Dalia,TORRES,M,09/26/1998,MEX,650771318,10/24/2000,+52587474229,DalTOR614@correo.com,1,NOK,2
Otoño,DIEZ,M,06/25/1994,COL,271856150,01/05/1995,+57150003330,OtoDIE385@correo.com,1,OK,0
Inés,VARGAS,M,02/11/1972,MEX,420467892,09/23/1984,+52292606395,InéVAR603@correo.com,1,OK,0
Mahra,ORTEGA,M,11/09/1987,PER,319674650,10/22/1989,+51228829807,MahORT347@correo.com,1,NOK,0
Alizeh,BLANCO,M,07/10/1988,MEX,629155083,01/12/1993,+52316816197,AliBLA744@correo.com,1,NOK,3
Claudia,MOYA,M,02/19/1984,PER,382405916,03/31/1985,+51498887727,ClaMOY875@correo.com,1,OK,0
Berta,MORENO,M,09/24/1980,ARG,787393240,04/08/1992,+54589656327,BerMOR897@correo.com,1,OK,0
 Ignacio ,MOYA,H,05/21/1981,ARG,431293405,05/12/1988,+54546972055, IgMOY347@correo.com,1,NOK,2
 Iker ,HERNANDEZ,H,05/28/1968,ARG,406146201,03/09/1986,+54986513773, IkHER40@correo.com,1,NOK,2
 Jon ,CORTES,H,11/25/1964,MEX,668394791,11/07/1968,+52346703903, JoCOR922@correo.com,1,OK,0
 Luis ,MORALES,H,10/09/1978,COL,693078402,10/25/1987,+57976043164, LuMOR322@correo.com,1,NOK,3
Adara,FERRER,M,02/18/1997,PER,132622931,05/13/2014,+51959277824,AdaFER791@correo.com,1,NOK,2
Mahra,SOLER,M,10/30/1996,ARG,393867435,10/26/2011,+54283418094,MahSOL924@correo.com,1,OK,0
Eva,MONTERO,M,04/27/1998,PER,718647405,09/12/2008,+51755402674,EvaMON460@correo.com,1,OK,0
Helia,ORTIZ,M,02/05/1967,ESP,472240781,05/29/1983,+34901440074,HelORT300@correo.com,1,OK,0
Makani,IBAÑEZ,M,03/17/1999,ARG,510814553,03/09/2014,+54827775589,MakIBA53@correo.com,1,OK,0
 Álex ,ORTEGA,H,10/22/1989,MEX,256520057,03/22/1995,+52963637618, ÁlORT973@correo.com,1,NOK,0
Otoño,LORENZO,M,01/16/1977,ARG,238012000,10/08/1982,+54106115089,OtoLOR68@correo.com,1,OK,0
Chlóe,MOYA,M,05/31/1999,MEX,356575803,10/31/2010,+52426335627,ChlMOY52@correo.com,1,OK,0
Laura,MORALES,M,06/19/1997,ESP,812425438,09/25/2010,+34849694914,LauMOR657@correo.com,1,NOK,2
Saori,CASTRO,M,01/06/1986,PER,451409114,02/21/1990,+51653307124,SaoCAS560@correo.com,1,NOK,1
Laia,ARIAS,M,04/30/1998,COL,969464905,08/28/2013,+57748174350,LaiARI434@correo.com,1,OK,0
Leyre,SOLER,M,05/24/2002,ESP,127587101,03/13/2009,+34160463537,LeySOL146@correo.com,1,OK,0
 Liam ,SAEZ,H,06/06/1981,PER,554362965,09/11/2000,+51806752594, LiSAE453@correo.com,1,OK,0
 Víctor ,FLORES,H,05/03/1974,ESP,616103205,02/22/1986,+34352323832, VíFLO17@correo.com,1,OK,0
 Rodrigo ,FUENTES,H,07/30/1991,ARG,533556502,05/17/2004,+54201797909, RoFUE844@correo.com,1,OK,0
Inés,CABRERA,M,09/26/2000,COL,101945202,04/11/2018,+57492582116,InéCAB767@correo.com,1,NOK,1
 Rayan ,CORTES,H,01/09/2000,COL,231533101,08/29/2014,+57355194818, RaCOR870@correo.com,1,OK,0
 Rodrigo ,PASCUAL,H,08/26/2000,ARG,667470413,09/25/2019,+54975600404, RoPAS987@correo.com,1,OK,0
 Noah ,HERRERO,H,10/17/2000,PER,767454641,12/18/2009,+51303124962, NoHER376@correo.com,1,OK,0
 Álex ,CALVO,H,06/03/1974,PER,670366522,09/10/1984,+51968028623, ÁlCAL683@correo.com,1,OK,0
Iris,CRESPO,M,06/06/1971,ESP,269653506,05/21/1988,+34507803297,IriCRE399@correo.com,1,NOK,0
Margarita,ORTEGA,M,01/11/2000,PER,703672076,08/25/2002,+51895747134,MarORT28@correo.com,1,NOK,2
Talía,LOZANO,M,06/27/1965,COL,514128003,10/21/1972,+57978080243,TalLOZ64@correo.com,1,OK,0
 Daniel ,GARRIDO,H,01/21/1961,COL,785458451,01/04/1966,+57971747633, DaGAR276@correo.com,1,NOK,3
Laura,MUÑOZ,M,10/01/1966,ARG,517182433,02/14/1968,+54896866496,LauMUÑ69@correo.com,1,NOK,3
Isabella,SANTOS,M,01/17/1978,ARG,568777909,07/29/1978,+54276435304,IsaSAN104@correo.com,1,OK,0
 Álvaro ,PASCUAL,H,09/19/1973,MEX,898812584,06/17/1991,+52962851690, ÁlPAS806@correo.com,1,NOK,3
 Imran ,GARRIDO,H,05/26/1992,PER,475727538,03/28/2000,+51181091899, ImGAR149@correo.com,1,OK,0
 Liam ,LOPEZ,H,07/28/1993,MEX,209149732,04/29/2000,+52187349676, LiLOP934@correo.com,1,OK,0
Laia,SANZ,M,07/20/1994,ARG,750419570,05/22/2011,+54577251826,LaiSAN928@correo.com,1,NOK,0
Alejandra,CARMONA,M,11/09/1988,ESP,373254115,07/19/2008,+34907126918,AleCAR740@correo.com,1,OK,0
Orquídea,HERRERA,M,07/04/1966,ARG,652755529,12/26/1973,+54147505555,OrqHER408@correo.com,1,NOK,3
 Elías ,BENITEZ,H,05/10/1960,ESP,190436820,11/06/1965,+34515340259, ElBEN320@correo.com,1,NOK,3
 Adrián ,SANZ,H,07/04/2002,COL,747734584,09/14/2015,+57966084520, AdSAN404@correo.com,1,NOK,2
Mahra,FERNANDEZ,M,06/27/1963,MEX,761598529,01/30/1981,+52960415065,MahFER21@correo.com,1,OK,0
Azahara,VIDAL,M,04/01/1972,ARG,318835693,11/27/1986,+54917694913,AzaVID136@correo.com,1,NOK,0
 Joel ,REYES,H,11/18/1978,ESP,739618339,12/28/1979,+34705531929, JoREY418@correo.com,1,NOK,3
 Lucas ,DELGADO,H,07/21/1999,PER,257769903,05/28/2003,+51815624731, LuDEL190@correo.com,1,NOK,2
 Liam ,FUENTES,H,06/23/1989,ARG,963493438,12/25/2000,+54114150477, LiFUE302@correo.com,1,OK,0
 Jaime ,DELGADO,H,05/10/1963,ESP,419500460,02/10/1966,+34787250359, JaDEL859@correo.com,1,NOK,0
Ainhoa,MORALES,M,01/24/1978,ESP,981661227,09/22/1986,+34915572653,AinMOR628@correo.com,1,NOK,3
 Aleix ,CABRERA,H,03/03/1979,ARG,625378025,03/25/1983,+54676272174, AlCAB697@correo.com,1,NOK,1
Oriane,MEDINA,M,04/12/1975,COL,723041234,06/13/1985,+57181610527,OriMED28@correo.com,1,OK,0
Carla,CABRERA,M,05/09/1969,COL,441879107,03/20/1983,+57817667646,CarCAB754@correo.com,1,NOK,3
Cristina,,M,03/19/1972,COL,925331783,01/30/1989,+57529287876,Cri196@correo.com,1,NOK,2
Dalia,RUBIO,M,08/31/1968,PER,606435587,04/18/1978,+51414736878,DalRUB691@correo.com,1,NOK,2
Elena,ORTIZ,M,02/06/1992,ARG,430036971,05/10/2003,+54825797947,EleORT141@correo.com,1,OK,0
Edelweiss,RAMOS,M,09/04/1972,ESP,543659540,07/05/1987,+34511217822,EdeRAM136@correo.com,1,NOK,0
Lara,BLANCO,M,03/07/1961,PER,673876386,08/13/1971,+51679913156,LarBLA131@correo.com,1,OK,0
Amira,FERNANDEZ,M,04/12/1969,ARG,863942193,06/20/1977,+54460756251,AmiFER697@correo.com,1,NOK,0
 Raúl ,VICENTE,H,07/03/1962,ESP,584821598,07/23/1964,+34462174859, RaVIC919@correo.com,1,OK,0
 Alan ,SANTIAGO,H,09/03/2003,COL,322586840,03/19/2022,+57686233578, AlSAN693@correo.com,1,NOK,3
 Elías ,MORA,H,03/06/1969,COL,428799163,11/22/1985,+57666969236, ElMOR766@correo.com,1,OK,0
 Marc ,CRUZ,H,08/22/1987,ESP,433597659,03/15/1998,+34660607131, MaCRU122@correo.com,1,NOK,0
 Álvaro ,ROJAS,H,01/30/1977,MEX,438610607,12/14/1991,+52582121325, ÁlROJ514@correo.com,1,NOK,3
Abril,MENDEZ,M,01/12/1971,MEX,437952564,01/29/1974,+52913829466,AbrMEN475@correo.com,1,NOK,2
 Elías ,CASTRO,H,10/10/1974,MEX,740397595,03/08/1980,+52970151246, ElCAS274@correo.com,1,NOK,2
 Manuel,MOLINA,H,12/11/1968,MEX,892691453,01/27/1988,+52906716132, MaMOL639@correo.com,1,NOK,1
 Raúl ,CABALLERO,H,06/02/1964,PER,747816015,12/12/1974,+51564896617, RaCAB732@correo.com,1,NOK,1
 Jesús ,SANZ,H,03/15/1994,PER,593619494,03/10/1997,+51919174781, JeSAN332@correo.com,1,NOK,2
Adara,ROMAN,M,02/23/1998,PER,976295242,03/21/2012,+51363565173,AdaROM578@correo.com,1,NOK,0
 Aitor ,MARTINEZ,H,06/16/1986,PER,446604574,06/01/2004,+51142471102, AiMAR460@correo.com,1,OK,0
 Daniel ,ALVAREZ,H,10/23/1977,ARG,460940503,01/30/1996,+54219723178, DaALV106@correo.com,1,NOK,2
Edelweiss,ORTEGA,M,02/12/1979,MEX,945194324,01/19/1995,+52842209126,EdeORT920@correo.com,1,NOK,1
 Unai ,SOLER,H,06/27/1967,ESP,957250543,04/09/1975,+34697955084, UnSOL197@correo.com,1,NOK,0
Carlota,MOLINA,M,05/08/1960,MEX,609298588,06/23/1969,+52540177260,CarMOL347@correo.com,1,OK,0
Ainara,MOYA,M,02/20/1990,ARG,123372804,04/09/1990,+54364341898,AinMOY909@correo.com,1,OK,0
Alba,CARRASCO,M,01/12/1967,COL,245408295,07/26/1971,+57759907797,AlbCAR678@correo.com,1,OK,0
Julia,RODRIGUEZ,M,04/02/1975,ESP,936713429,11/08/1991,+34759590037,JulROD701@correo.com,1,NOK,1
 Carlos ,SAEZ,H,02/08/1961,COL,966297211,06/22/1963,+57253456880, CaSAE76@correo.com,1,OK,0
 Mohamed ,VEGA,H,05/24/2000,PER,139864078,06/06/2007,+51575981326, MoVEG930@correo.com,1,OK,0
Morgana,ORTIZ,M,12/08/1966,COL,334455335,09/18/1978,+57265737184,MorORT305@correo.com,1,NOK,2
Margarita,PARRA,M,07/16/1966,MEX,727840884,10/17/1967,+52961086125,MarPAR426@correo.com,1,OK,0
 Héctor ,HIDALGO,H,03/21/2003,ESP,524069781,06/09/2010,+34804688425, HéHID172@correo.com,1,NOK,1
Daniela,RUBIO,M,05/07/1966,ARG,515876517,07/08/1977,+54859220734,DanRUB622@correo.com,1,NOK,2
Emma,DIEZ,M,01/25/1997,MEX,966856107,03/09/1997,+52304745870,EmmDIE267@correo.com,1,OK,0
Alejandra,MOYA,M,07/23/1968,ARG,908537602,01/21/1980,+54289919015,AleMOY343@correo.com,1,NOK,3
Ainara,SANTANA,M,06/25/1993,MEX,505349327,12/14/1994,+52684432973,AinSAN920@correo.com,1,OK,0
 Youssef ,MARTINEZ,H,03/07/1964,COL,230480796,02/12/1966,+57342429741, YoMAR478@correo.com,1,NOK,3
 Noah ,SANTOS,H,11/25/1974,ARG,948360882,08/06/1983,+54815879227, NoSAN422@correo.com,1,NOK,1
Helena,DURAN,M,08/15/1966,MEX,500744812,07/05/1983,+52267243193,HelDUR978@correo.com,1,OK,0
 Pau ,CORTES,H,03/20/1992,COL,525569180,11/06/1997,+57334871572, PaCOR488@correo.com,1,OK,0
Hortensia,CALVO,M,10/20/1974,COL,487962753,02/21/1986,+57501751157,HorCAL128@correo.com,1,OK,0
 Elías ,SANTANA,H,02/05/1981,COL,682748898,09/21/1983,+57798922538, ElSAN30@correo.com,1,OK,0
 Thiago ,MORA,H,03/28/1971,MEX,703642363,07/03/1973,+52875149830, ThMOR834@correo.com,1,NOK,0
 José ,TORRES,H,07/01/1967,PER,759798572,06/02/1982,+51167528478, JoTOR473@correo.com,1,OK,0
Amira,ALVAREZ,M,09/29/1981,COL,358674456,10/25/1983,+57362726529,AmiALV249@correo.com,1,NOK,1
